StudentID;Name;Mail;Password;GuardianID;Gender;SchoolID
317;Aluno317;emailaluno317@gmail.com;ᚫꛘ♕睯奤艝;317;F;1
318;Aluno318;emailaluno318@gmail.com;ᚫꛘ♕睯奤艝;318;F;1
319;Aluno319;emailaluno319@gmail.com;ᚫꛘ♕睯奤艝;319;F;1
320;Aluno320;emailaluno320@gmail.com;ᚫꛘ♕睯奤艝;320;M;1
321;Aluno321;emailaluno321@gmail.com;ᚫꛘ♕睯奤艝;321;F;1
322;Aluno322;emailaluno322@gmail.com;ᚫꛘ♕睯奤艝;322;F;1
323;Aluno323;emailaluno323@gmail.com;ᚫꛘ♕睯奤艝;323;F;1
324;Aluno324;emailaluno324@gmail.com;ᚫꛘ♕睯奤艝;324;M;1
325;Aluno325;emailaluno325@gmail.com;ᚫꛘ♕睯奤艝;325;M;1
326;Aluno326;emailaluno326@gmail.com;ᚫꛘ♕睯奤艝;326;M;1
327;Aluno327;emailaluno327@gmail.com;ᚫꛘ♕睯奤艝;327;M;1
328;Aluno328;emailaluno328@gmail.com;ᚫꛘ♕睯奤艝;328;F;1
329;Aluno329;emailaluno329@gmail.com;ᚫꛘ♕睯奤艝;329;F;1
330;Aluno330;emailaluno330@gmail.com;ᚫꛘ♕睯奤艝;330;F;1
331;Aluno331;emailaluno331@gmail.com;ᚫꛘ♕睯奤艝;331;F;1
332;Aluno332;emailaluno332@gmail.com;ᚫꛘ♕睯奤艝;332;M;1
333;Aluno333;emailaluno333@gmail.com;ᚫꛘ♕睯奤艝;333;F;1
334;Aluno334;emailaluno334@gmail.com;ᚫꛘ♕睯奤艝;334;F;1
335;Aluno335;emailaluno335@gmail.com;ᚫꛘ♕睯奤艝;335;M;1
336;Aluno336;emailaluno336@gmail.com;ᚫꛘ♕睯奤艝;336;M;1
337;Aluno337;emailaluno337@gmail.com;ᚫꛘ♕睯奤艝;337;M;1
338;Aluno338;emailaluno338@gmail.com;ᚫꛘ♕睯奤艝;338;F;1
339;Aluno339;emailaluno339@gmail.com;ᚫꛘ♕睯奤艝;339;F;1
340;Aluno340;emailaluno340@gmail.com;ᚫꛘ♕睯奤艝;340;M;1
341;Aluno341;emailaluno341@gmail.com;ᚫꛘ♕睯奤艝;341;M;1
342;Aluno342;emailaluno342@gmail.com;ᚫꛘ♕睯奤艝;342;F;1
343;Aluno343;emailaluno343@gmail.com;ᚫꛘ♕睯奤艝;343;F;1
344;Aluno344;emailaluno344@gmail.com;ᚫꛘ♕睯奤艝;344;F;1
345;Aluno345;emailaluno345@gmail.com;ᚫꛘ♕睯奤艝;345;M;1
346;Aluno346;emailaluno346@gmail.com;ᚫꛘ♕睯奤艝;346;F;1
347;Aluno347;emailaluno347@gmail.com;ᚫꛘ♕睯奤艝;347;M;1
348;Aluno348;emailaluno348@gmail.com;ᚫꛘ♕睯奤艝;348;F;1
349;Aluno349;emailaluno349@gmail.com;ᚫꛘ♕睯奤艝;349;F;1
350;Aluno350;emailaluno350@gmail.com;ᚫꛘ♕睯奤艝;350;F;1
351;Aluno351;emailaluno351@gmail.com;ᚫꛘ♕睯奤艝;351;M;1
352;Aluno352;emailaluno352@gmail.com;ᚫꛘ♕睯奤艝;352;M;1
353;Aluno353;emailaluno353@gmail.com;ᚫꛘ♕睯奤艝;353;M;1
354;Aluno354;emailaluno354@gmail.com;ᚫꛘ♕睯奤艝;354;F;1
355;Aluno355;emailaluno355@gmail.com;ᚫꛘ♕睯奤艝;355;F;1
356;Aluno356;emailaluno356@gmail.com;ᚫꛘ♕睯奤艝;356;F;1
357;Aluno357;emailaluno357@gmail.com;ᚫꛘ♕睯奤艝;357;F;1
358;Aluno358;emailaluno358@gmail.com;ᚫꛘ♕睯奤艝;358;F;1
359;Aluno359;emailaluno359@gmail.com;ᚫꛘ♕睯奤艝;359;F;1
360;Aluno360;emailaluno360@gmail.com;ᚫꛘ♕睯奤艝;360;F;1
361;Aluno361;emailaluno361@gmail.com;ᚫꛘ♕睯奤艝;361;F;1
362;Aluno362;emailaluno362@gmail.com;ᚫꛘ♕睯奤艝;362;M;1
363;Aluno363;emailaluno363@gmail.com;ᚫꛘ♕睯奤艝;363;F;1
364;Aluno364;emailaluno364@gmail.com;ᚫꛘ♕睯奤艝;364;F;1
365;Aluno365;emailaluno365@gmail.com;ᚫꛘ♕睯奤艝;365;F;1
366;Aluno366;emailaluno366@gmail.com;ᚫꛘ♕睯奤艝;366;F;1
367;Aluno367;emailaluno367@gmail.com;ᚫꛘ♕睯奤艝;367;F;1
368;Aluno368;emailaluno368@gmail.com;ᚫꛘ♕睯奤艝;368;F;1
369;Aluno369;emailaluno369@gmail.com;ᚫꛘ♕睯奤艝;369;M;1
370;Aluno370;emailaluno370@gmail.com;ᚫꛘ♕睯奤艝;370;F;1
371;Aluno371;emailaluno371@gmail.com;ᚫꛘ♕睯奤艝;371;F;1
372;Aluno372;emailaluno372@gmail.com;ᚫꛘ♕睯奤艝;372;F;1
373;Aluno373;emailaluno373@gmail.com;ᚫꛘ♕睯奤艝;373;F;1
374;Aluno374;emailaluno374@gmail.com;ᚫꛘ♕睯奤艝;374;F;1
375;Aluno375;emailaluno375@gmail.com;ᚫꛘ♕睯奤艝;375;F;1
376;Aluno376;emailaluno376@gmail.com;ᚫꛘ♕睯奤艝;376;F;1
377;Aluno377;emailaluno377@gmail.com;ᚫꛘ♕睯奤艝;377;F;1
378;Aluno378;emailaluno378@gmail.com;ᚫꛘ♕睯奤艝;378;M;1
379;Aluno379;emailaluno379@gmail.com;ᚫꛘ♕睯奤艝;379;M;1
380;Aluno380;emailaluno380@gmail.com;ᚫꛘ♕睯奤艝;380;M;1
381;Aluno381;emailaluno381@gmail.com;ᚫꛘ♕睯奤艝;381;F;1
382;Aluno382;emailaluno382@gmail.com;ᚫꛘ♕睯奤艝;382;F;1
383;Aluno383;emailaluno383@gmail.com;ᚫꛘ♕睯奤艝;383;F;1
384;Aluno384;emailaluno384@gmail.com;ᚫꛘ♕睯奤艝;384;M;1
385;Aluno385;emailaluno385@gmail.com;ᚫꛘ♕睯奤艝;385;M;1
386;Aluno386;emailaluno386@gmail.com;ᚫꛘ♕睯奤艝;386;F;1
387;Aluno387;emailaluno387@gmail.com;ᚫꛘ♕睯奤艝;387;F;1
388;Aluno388;emailaluno388@gmail.com;ᚫꛘ♕睯奤艝;388;M;1
389;Aluno389;emailaluno389@gmail.com;ᚫꛘ♕睯奤艝;389;F;1
390;Aluno390;emailaluno390@gmail.com;ᚫꛘ♕睯奤艝;390;F;1
391;Aluno391;emailaluno391@gmail.com;ᚫꛘ♕睯奤艝;391;F;1
392;Aluno392;emailaluno392@gmail.com;ᚫꛘ♕睯奤艝;392;F;1
393;Aluno393;emailaluno393@gmail.com;ᚫꛘ♕睯奤艝;393;F;1
394;Aluno394;emailaluno394@gmail.com;ᚫꛘ♕睯奤艝;394;F;1
395;Aluno395;emailaluno395@gmail.com;ᚫꛘ♕睯奤艝;395;F;1
396;Aluno396;emailaluno396@gmail.com;ᚫꛘ♕睯奤艝;396;M;1
397;Aluno397;emailaluno397@gmail.com;ᚫꛘ♕睯奤艝;397;M;1
398;Aluno398;emailaluno398@gmail.com;ᚫꛘ♕睯奤艝;398;F;1
399;Aluno399;emailaluno399@gmail.com;ᚫꛘ♕睯奤艝;399;F;1
400;Aluno400;emailaluno400@gmail.com;ᚫꛘ♕睯奤艝;400;F;1
401;Aluno401;emailaluno401@gmail.com;ᚫꛘ♕睯奤艝;401;M;1
402;Aluno402;emailaluno402@gmail.com;ᚫꛘ♕睯奤艝;402;M;1
403;Aluno403;emailaluno403@gmail.com;ᚫꛘ♕睯奤艝;403;F;1
404;Aluno404;emailaluno404@gmail.com;ᚫꛘ♕睯奤艝;404;F;1
405;Aluno405;emailaluno405@gmail.com;ᚫꛘ♕睯奤艝;405;F;1
406;Aluno406;emailaluno406@gmail.com;ᚫꛘ♕睯奤艝;406;F;1
407;Aluno407;emailaluno407@gmail.com;ᚫꛘ♕睯奤艝;407;F;1
408;Aluno408;emailaluno408@gmail.com;ᚫꛘ♕睯奤艝;408;F;1
409;Aluno409;emailaluno409@gmail.com;ᚫꛘ♕睯奤艝;409;M;1
410;Aluno410;emailaluno410@gmail.com;ᚫꛘ♕睯奤艝;410;M;1
411;Aluno411;emailaluno411@gmail.com;ᚫꛘ♕睯奤艝;411;F;1
412;Aluno412;emailaluno412@gmail.com;ᚫꛘ♕睯奤艝;412;M;1
413;Aluno413;emailaluno413@gmail.com;ᚫꛘ♕睯奤艝;413;F;1
414;Aluno414;emailaluno414@gmail.com;ᚫꛘ♕睯奤艝;414;M;1
415;Aluno415;emailaluno415@gmail.com;ᚫꛘ♕睯奤艝;415;F;1
416;Aluno416;emailaluno416@gmail.com;ᚫꛘ♕睯奤艝;416;F;1
417;Aluno417;emailaluno417@gmail.com;ᚫꛘ♕睯奤艝;417;M;1
418;Aluno418;emailaluno418@gmail.com;ᚫꛘ♕睯奤艝;418;F;1
419;Aluno419;emailaluno419@gmail.com;ᚫꛘ♕睯奤艝;419;M;1
420;Aluno420;emailaluno420@gmail.com;ᚫꛘ♕睯奤艝;420;M;1
421;Aluno421;emailaluno421@gmail.com;ᚫꛘ♕睯奤艝;421;F;1
422;Aluno422;emailaluno422@gmail.com;ᚫꛘ♕睯奤艝;422;F;1
423;Aluno423;emailaluno423@gmail.com;ᚫꛘ♕睯奤艝;423;F;1
424;Aluno424;emailaluno424@gmail.com;ᚫꛘ♕睯奤艝;424;F;2
425;Aluno425;emailaluno425@gmail.com;ᚫꛘ♕睯奤艝;425;F;2
426;Aluno426;emailaluno426@gmail.com;ᚫꛘ♕睯奤艝;426;F;2
427;Aluno427;emailaluno427@gmail.com;ᚫꛘ♕睯奤艝;427;F;2
428;Aluno428;emailaluno428@gmail.com;ᚫꛘ♕睯奤艝;428;F;2
429;Aluno429;emailaluno429@gmail.com;ᚫꛘ♕睯奤艝;429;F;2
430;Aluno430;emailaluno430@gmail.com;ᚫꛘ♕睯奤艝;430;M;2
431;Aluno431;emailaluno431@gmail.com;ᚫꛘ♕睯奤艝;431;M;2
432;Aluno432;emailaluno432@gmail.com;ᚫꛘ♕睯奤艝;432;F;2
433;Aluno433;emailaluno433@gmail.com;ᚫꛘ♕睯奤艝;433;F;2
434;Aluno434;emailaluno434@gmail.com;ᚫꛘ♕睯奤艝;434;F;2
435;Aluno435;emailaluno435@gmail.com;ᚫꛘ♕睯奤艝;435;F;2
436;Aluno436;emailaluno436@gmail.com;ᚫꛘ♕睯奤艝;436;F;2
437;Aluno437;emailaluno437@gmail.com;ᚫꛘ♕睯奤艝;437;F;2
438;Aluno438;emailaluno438@gmail.com;ᚫꛘ♕睯奤艝;438;F;2
439;Aluno439;emailaluno439@gmail.com;ᚫꛘ♕睯奤艝;439;F;2
440;Aluno440;emailaluno440@gmail.com;ᚫꛘ♕睯奤艝;440;F;2
441;Aluno441;emailaluno441@gmail.com;ᚫꛘ♕睯奤艝;441;M;2
442;Aluno442;emailaluno442@gmail.com;ᚫꛘ♕睯奤艝;442;M;2
443;Aluno443;emailaluno443@gmail.com;ᚫꛘ♕睯奤艝;443;M;2
444;Aluno444;emailaluno444@gmail.com;ᚫꛘ♕睯奤艝;444;M;2
445;Aluno445;emailaluno445@gmail.com;ᚫꛘ♕睯奤艝;445;M;2
446;Aluno446;emailaluno446@gmail.com;ᚫꛘ♕睯奤艝;446;M;2
447;Aluno447;emailaluno447@gmail.com;ᚫꛘ♕睯奤艝;447;M;2
448;Aluno448;emailaluno448@gmail.com;ᚫꛘ♕睯奤艝;448;M;2
449;Aluno449;emailaluno449@gmail.com;ᚫꛘ♕睯奤艝;449;F;2
450;Aluno450;emailaluno450@gmail.com;ᚫꛘ♕睯奤艝;450;F;2
451;Aluno451;emailaluno451@gmail.com;ᚫꛘ♕睯奤艝;451;F;2
452;Aluno452;emailaluno452@gmail.com;ᚫꛘ♕睯奤艝;452;M;2
453;Aluno453;emailaluno453@gmail.com;ᚫꛘ♕睯奤艝;453;F;2
454;Aluno454;emailaluno454@gmail.com;ᚫꛘ♕睯奤艝;454;F;2
455;Aluno455;emailaluno455@gmail.com;ᚫꛘ♕睯奤艝;455;F;2
456;Aluno456;emailaluno456@gmail.com;ᚫꛘ♕睯奤艝;456;F;2
457;Aluno457;emailaluno457@gmail.com;ᚫꛘ♕睯奤艝;457;F;2
458;Aluno458;emailaluno458@gmail.com;ᚫꛘ♕睯奤艝;458;M;2
459;Aluno459;emailaluno459@gmail.com;ᚫꛘ♕睯奤艝;459;F;2
460;Aluno460;emailaluno460@gmail.com;ᚫꛘ♕睯奤艝;460;F;2
461;Aluno461;emailaluno461@gmail.com;ᚫꛘ♕睯奤艝;461;F;2
462;Aluno462;emailaluno462@gmail.com;ᚫꛘ♕睯奤艝;462;F;2
463;Aluno463;emailaluno463@gmail.com;ᚫꛘ♕睯奤艝;463;F;2
464;Aluno464;emailaluno464@gmail.com;ᚫꛘ♕睯奤艝;464;F;2
465;Aluno465;emailaluno465@gmail.com;ᚫꛘ♕睯奤艝;465;M;2
466;Aluno466;emailaluno466@gmail.com;ᚫꛘ♕睯奤艝;466;F;2
467;Aluno467;emailaluno467@gmail.com;ᚫꛘ♕睯奤艝;467;M;2
468;Aluno468;emailaluno468@gmail.com;ᚫꛘ♕睯奤艝;468;F;2
469;Aluno469;emailaluno469@gmail.com;ᚫꛘ♕睯奤艝;469;M;2
470;Aluno470;emailaluno470@gmail.com;ᚫꛘ♕睯奤艝;470;M;2
471;Aluno471;emailaluno471@gmail.com;ᚫꛘ♕睯奤艝;471;F;2
472;Aluno472;emailaluno472@gmail.com;ᚫꛘ♕睯奤艝;472;F;2
473;Aluno473;emailaluno473@gmail.com;ᚫꛘ♕睯奤艝;473;F;2
474;Aluno474;emailaluno474@gmail.com;ᚫꛘ♕睯奤艝;474;M;2
475;Aluno475;emailaluno475@gmail.com;ᚫꛘ♕睯奤艝;475;M;2
476;Aluno476;emailaluno476@gmail.com;ᚫꛘ♕睯奤艝;476;F;2
477;Aluno477;emailaluno477@gmail.com;ᚫꛘ♕睯奤艝;477;F;2
478;Aluno478;emailaluno478@gmail.com;ᚫꛘ♕睯奤艝;478;M;2
479;Aluno479;emailaluno479@gmail.com;ᚫꛘ♕睯奤艝;479;F;2
480;Aluno480;emailaluno480@gmail.com;ᚫꛘ♕睯奤艝;480;F;2
481;Aluno481;emailaluno481@gmail.com;ᚫꛘ♕睯奤艝;481;F;2
482;Aluno482;emailaluno482@gmail.com;ᚫꛘ♕睯奤艝;482;F;2
483;Aluno483;emailaluno483@gmail.com;ᚫꛘ♕睯奤艝;483;F;2
484;Aluno484;emailaluno484@gmail.com;ᚫꛘ♕睯奤艝;484;F;2
485;Aluno485;emailaluno485@gmail.com;ᚫꛘ♕睯奤艝;485;F;2
486;Aluno486;emailaluno486@gmail.com;ᚫꛘ♕睯奤艝;486;F;2
487;Aluno487;emailaluno487@gmail.com;ᚫꛘ♕睯奤艝;487;F;2
488;Aluno488;emailaluno488@gmail.com;ᚫꛘ♕睯奤艝;488;F;2
489;Aluno489;emailaluno489@gmail.com;ᚫꛘ♕睯奤艝;489;F;2
490;Aluno490;emailaluno490@gmail.com;ᚫꛘ♕睯奤艝;490;M;2
491;Aluno491;emailaluno491@gmail.com;ᚫꛘ♕睯奤艝;491;F;2
492;Aluno492;emailaluno492@gmail.com;ᚫꛘ♕睯奤艝;492;F;2
493;Aluno493;emailaluno493@gmail.com;ᚫꛘ♕睯奤艝;493;F;2
494;Aluno494;emailaluno494@gmail.com;ᚫꛘ♕睯奤艝;494;F;2
495;Aluno495;emailaluno495@gmail.com;ᚫꛘ♕睯奤艝;495;F;2
496;Aluno496;emailaluno496@gmail.com;ᚫꛘ♕睯奤艝;496;F;2
497;Aluno497;emailaluno497@gmail.com;ᚫꛘ♕睯奤艝;497;F;2
498;Aluno498;emailaluno498@gmail.com;ᚫꛘ♕睯奤艝;498;M;2
499;Aluno499;emailaluno499@gmail.com;ᚫꛘ♕睯奤艝;499;F;2
500;Aluno500;emailaluno500@gmail.com;ᚫꛘ♕睯奤艝;500;F;2
501;Aluno501;emailaluno501@gmail.com;ᚫꛘ♕睯奤艝;501;M;2
502;Aluno502;emailaluno502@gmail.com;ᚫꛘ♕睯奤艝;502;M;2
503;Aluno503;emailaluno503@gmail.com;ᚫꛘ♕睯奤艝;503;M;2
504;Aluno504;emailaluno504@gmail.com;ᚫꛘ♕睯奤艝;504;F;2
505;Aluno505;emailaluno505@gmail.com;ᚫꛘ♕睯奤艝;505;F;2
506;Aluno506;emailaluno506@gmail.com;ᚫꛘ♕睯奤艝;506;F;2
507;Aluno507;emailaluno507@gmail.com;ᚫꛘ♕睯奤艝;507;F;2
508;Aluno508;emailaluno508@gmail.com;ᚫꛘ♕睯奤艝;508;F;2
509;Aluno509;emailaluno509@gmail.com;ᚫꛘ♕睯奤艝;509;M;2
510;Aluno510;emailaluno510@gmail.com;ᚫꛘ♕睯奤艝;510;F;2
511;Aluno511;emailaluno511@gmail.com;ᚫꛘ♕睯奤艝;511;F;2
512;Aluno512;emailaluno512@gmail.com;ᚫꛘ♕睯奤艝;512;F;2
513;Aluno513;emailaluno513@gmail.com;ᚫꛘ♕睯奤艝;513;F;2
514;Aluno514;emailaluno514@gmail.com;ᚫꛘ♕睯奤艝;514;F;2
515;Aluno515;emailaluno515@gmail.com;ᚫꛘ♕睯奤艝;515;F;2
516;Aluno516;emailaluno516@gmail.com;ᚫꛘ♕睯奤艝;516;F;2
517;Aluno517;emailaluno517@gmail.com;ᚫꛘ♕睯奤艝;517;F;2
518;Aluno518;emailaluno518@gmail.com;ᚫꛘ♕睯奤艝;518;F;2
519;Aluno519;emailaluno519@gmail.com;ᚫꛘ♕睯奤艝;519;F;2
520;Aluno520;emailaluno520@gmail.com;ᚫꛘ♕睯奤艝;520;M;2
521;Aluno521;emailaluno521@gmail.com;ᚫꛘ♕睯奤艝;521;F;2
522;Aluno522;emailaluno522@gmail.com;ᚫꛘ♕睯奤艝;522;F;2
523;Aluno523;emailaluno523@gmail.com;ᚫꛘ♕睯奤艝;523;F;2
524;Aluno524;emailaluno524@gmail.com;ᚫꛘ♕睯奤艝;524;M;2
525;Aluno525;emailaluno525@gmail.com;ᚫꛘ♕睯奤艝;525;F;2
526;Aluno526;emailaluno526@gmail.com;ᚫꛘ♕睯奤艝;526;M;2
527;Aluno527;emailaluno527@gmail.com;ᚫꛘ♕睯奤艝;527;F;2
528;Aluno528;emailaluno528@gmail.com;ᚫꛘ♕睯奤艝;528;M;2
529;Aluno529;emailaluno529@gmail.com;ᚫꛘ♕睯奤艝;529;F;2
530;Aluno530;emailaluno530@gmail.com;ᚫꛘ♕睯奤艝;530;F;2
531;Aluno531;emailaluno531@gmail.com;ᚫꛘ♕睯奤艝;531;M;2
532;Aluno532;emailaluno532@gmail.com;ᚫꛘ♕睯奤艝;532;M;2
533;Aluno533;emailaluno533@gmail.com;ᚫꛘ♕睯奤艝;533;M;2
534;Aluno534;emailaluno534@gmail.com;ᚫꛘ♕睯奤艝;534;F;2
535;Aluno535;emailaluno535@gmail.com;ᚫꛘ♕睯奤艝;535;M;2
536;Aluno536;emailaluno536@gmail.com;ᚫꛘ♕睯奤艝;536;M;2
537;Aluno537;emailaluno537@gmail.com;ᚫꛘ♕睯奤艝;537;M;2
538;Aluno538;emailaluno538@gmail.com;ᚫꛘ♕睯奤艝;538;M;2
539;Aluno539;emailaluno539@gmail.com;ᚫꛘ♕睯奤艝;539;F;2
540;Aluno540;emailaluno540@gmail.com;ᚫꛘ♕睯奤艝;540;F;2
541;Aluno541;emailaluno541@gmail.com;ᚫꛘ♕睯奤艝;541;F;2
542;Aluno542;emailaluno542@gmail.com;ᚫꛘ♕睯奤艝;542;F;2
543;Aluno543;emailaluno543@gmail.com;ᚫꛘ♕睯奤艝;543;F;2
544;Aluno544;emailaluno544@gmail.com;ᚫꛘ♕睯奤艝;544;M;2
545;Aluno545;emailaluno545@gmail.com;ᚫꛘ♕睯奤艝;545;M;2
546;Aluno546;emailaluno546@gmail.com;ᚫꛘ♕睯奤艝;546;M;2
547;Aluno547;emailaluno547@gmail.com;ᚫꛘ♕睯奤艝;547;F;2
548;Aluno548;emailaluno548@gmail.com;ᚫꛘ♕睯奤艝;548;M;2
549;Aluno549;emailaluno549@gmail.com;ᚫꛘ♕睯奤艝;549;F;2
550;Aluno550;emailaluno550@gmail.com;ᚫꛘ♕睯奤艝;550;F;2
551;Aluno551;emailaluno551@gmail.com;ᚫꛘ♕睯奤艝;551;M;2
552;Aluno552;emailaluno552@gmail.com;ᚫꛘ♕睯奤艝;552;M;2
553;Aluno553;emailaluno553@gmail.com;ᚫꛘ♕睯奤艝;553;M;2
554;Aluno554;emailaluno554@gmail.com;ᚫꛘ♕睯奤艝;554;M;2
555;Aluno555;emailaluno555@gmail.com;ᚫꛘ♕睯奤艝;555;F;2
556;Aluno556;emailaluno556@gmail.com;ᚫꛘ♕睯奤艝;556;F;2
557;Aluno557;emailaluno557@gmail.com;ᚫꛘ♕睯奤艝;557;M;2
558;Aluno558;emailaluno558@gmail.com;ᚫꛘ♕睯奤艝;558;F;2
559;Aluno559;emailaluno559@gmail.com;ᚫꛘ♕睯奤艝;559;M;2
560;Aluno560;emailaluno560@gmail.com;ᚫꛘ♕睯奤艝;560;M;2
561;Aluno561;emailaluno561@gmail.com;ᚫꛘ♕睯奤艝;561;M;2
562;Aluno562;emailaluno562@gmail.com;ᚫꛘ♕睯奤艝;562;M;2
563;Aluno563;emailaluno563@gmail.com;ᚫꛘ♕睯奤艝;563;F;2
564;Aluno564;emailaluno564@gmail.com;ᚫꛘ♕睯奤艝;564;M;2
565;Aluno565;emailaluno565@gmail.com;ᚫꛘ♕睯奤艝;565;M;2
566;Aluno566;emailaluno566@gmail.com;ᚫꛘ♕睯奤艝;566;M;2
567;Aluno567;emailaluno567@gmail.com;ᚫꛘ♕睯奤艝;567;M;2
568;Aluno568;emailaluno568@gmail.com;ᚫꛘ♕睯奤艝;568;M;2
569;Aluno569;emailaluno569@gmail.com;ᚫꛘ♕睯奤艝;569;M;2
570;Aluno570;emailaluno570@gmail.com;ᚫꛘ♕睯奤艝;570;M;2
571;Aluno571;emailaluno571@gmail.com;ᚫꛘ♕睯奤艝;571;M;2
572;Aluno572;emailaluno572@gmail.com;ᚫꛘ♕睯奤艝;572;M;2
573;Aluno573;emailaluno573@gmail.com;ᚫꛘ♕睯奤艝;573;F;2
574;Aluno574;emailaluno574@gmail.com;ᚫꛘ♕睯奤艝;574;F;2
575;Aluno575;emailaluno575@gmail.com;ᚫꛘ♕睯奤艝;575;M;2
576;Aluno576;emailaluno576@gmail.com;ᚫꛘ♕睯奤艝;576;F;2
577;Aluno577;emailaluno577@gmail.com;ᚫꛘ♕睯奤艝;577;M;2
578;Aluno578;emailaluno578@gmail.com;ᚫꛘ♕睯奤艝;578;M;2
579;Aluno579;emailaluno579@gmail.com;ᚫꛘ♕睯奤艝;579;M;2
580;Aluno580;emailaluno580@gmail.com;ᚫꛘ♕睯奤艝;580;M;2
581;Aluno581;emailaluno581@gmail.com;ᚫꛘ♕睯奤艝;581;M;2
582;Aluno582;emailaluno582@gmail.com;ᚫꛘ♕睯奤艝;582;F;2
583;Aluno583;emailaluno583@gmail.com;ᚫꛘ♕睯奤艝;583;F;2
584;Aluno584;emailaluno584@gmail.com;ᚫꛘ♕睯奤艝;584;F;2
585;Aluno585;emailaluno585@gmail.com;ᚫꛘ♕睯奤艝;585;F;2
586;Aluno586;emailaluno586@gmail.com;ᚫꛘ♕睯奤艝;586;F;2
587;Aluno587;emailaluno587@gmail.com;ᚫꛘ♕睯奤艝;587;F;2
588;Aluno588;emailaluno588@gmail.com;ᚫꛘ♕睯奤艝;588;F;2
589;Aluno589;emailaluno589@gmail.com;ᚫꛘ♕睯奤艝;589;F;2
590;Aluno590;emailaluno590@gmail.com;ᚫꛘ♕睯奤艝;590;F;2
591;Aluno591;emailaluno591@gmail.com;ᚫꛘ♕睯奤艝;591;F;2
592;Aluno592;emailaluno592@gmail.com;ᚫꛘ♕睯奤艝;592;F;2
593;Aluno593;emailaluno593@gmail.com;ᚫꛘ♕睯奤艝;593;F;2
594;Aluno594;emailaluno594@gmail.com;ᚫꛘ♕睯奤艝;594;F;2
595;Aluno595;emailaluno595@gmail.com;ᚫꛘ♕睯奤艝;595;F;2
596;Aluno596;emailaluno596@gmail.com;ᚫꛘ♕睯奤艝;596;M;2
597;Aluno597;emailaluno597@gmail.com;ᚫꛘ♕睯奤艝;597;F;2
598;Aluno598;emailaluno598@gmail.com;ᚫꛘ♕睯奤艝;598;F;2
599;Aluno599;emailaluno599@gmail.com;ᚫꛘ♕睯奤艝;599;M;2
600;Aluno600;emailaluno600@gmail.com;ᚫꛘ♕睯奤艝;600;M;2
601;Aluno601;emailaluno601@gmail.com;ᚫꛘ♕睯奤艝;601;M;2
602;Aluno602;emailaluno602@gmail.com;ᚫꛘ♕睯奤艝;602;F;2
603;Aluno603;emailaluno603@gmail.com;ᚫꛘ♕睯奤艝;603;F;2
604;Aluno604;emailaluno604@gmail.com;ᚫꛘ♕睯奤艝;604;F;2
605;Aluno605;emailaluno605@gmail.com;ᚫꛘ♕睯奤艝;605;F;2
606;Aluno606;emailaluno606@gmail.com;ᚫꛘ♕睯奤艝;606;F;2
607;Aluno607;emailaluno607@gmail.com;ᚫꛘ♕睯奤艝;607;F;2
608;Aluno608;emailaluno608@gmail.com;ᚫꛘ♕睯奤艝;608;F;2
609;Aluno609;emailaluno609@gmail.com;ᚫꛘ♕睯奤艝;609;F;2
610;Aluno610;emailaluno610@gmail.com;ᚫꛘ♕睯奤艝;610;F;2
611;Aluno611;emailaluno611@gmail.com;ᚫꛘ♕睯奤艝;611;F;2
612;Aluno612;emailaluno612@gmail.com;ᚫꛘ♕睯奤艝;612;F;2
613;Aluno613;emailaluno613@gmail.com;ᚫꛘ♕睯奤艝;613;M;2
614;Aluno614;emailaluno614@gmail.com;ᚫꛘ♕睯奤艝;614;F;2
615;Aluno615;emailaluno615@gmail.com;ᚫꛘ♕睯奤艝;615;F;2
616;Aluno616;emailaluno616@gmail.com;ᚫꛘ♕睯奤艝;616;F;2
617;Aluno617;emailaluno617@gmail.com;ᚫꛘ♕睯奤艝;617;M;2
618;Aluno618;emailaluno618@gmail.com;ᚫꛘ♕睯奤艝;618;F;2
619;Aluno619;emailaluno619@gmail.com;ᚫꛘ♕睯奤艝;619;F;2
620;Aluno620;emailaluno620@gmail.com;ᚫꛘ♕睯奤艝;620;F;2
621;Aluno621;emailaluno621@gmail.com;ᚫꛘ♕睯奤艝;621;F;2
622;Aluno622;emailaluno622@gmail.com;ᚫꛘ♕睯奤艝;622;F;2
623;Aluno623;emailaluno623@gmail.com;ᚫꛘ♕睯奤艝;623;M;2
624;Aluno624;emailaluno624@gmail.com;ᚫꛘ♕睯奤艝;624;M;2
625;Aluno625;emailaluno625@gmail.com;ᚫꛘ♕睯奤艝;625;F;2
626;Aluno626;emailaluno626@gmail.com;ᚫꛘ♕睯奤艝;626;F;2
627;Aluno627;emailaluno627@gmail.com;ᚫꛘ♕睯奤艝;627;F;2
628;Aluno628;emailaluno628@gmail.com;ᚫꛘ♕睯奤艝;628;M;2
629;Aluno629;emailaluno629@gmail.com;ᚫꛘ♕睯奤艝;629;F;2
630;Aluno630;emailaluno630@gmail.com;ᚫꛘ♕睯奤艝;630;F;2
631;Aluno631;emailaluno631@gmail.com;ᚫꛘ♕睯奤艝;631;F;2
632;Aluno632;emailaluno632@gmail.com;ᚫꛘ♕睯奤艝;632;F;2
633;Aluno633;emailaluno633@gmail.com;ᚫꛘ♕睯奤艝;633;F;2
